codigo,nome,unidade,material,maoDeObra,total
06.101.000200.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm, espessura da parede 9 cm, juntas de 10 mm com argamassa industrializada",m²,49.55,26.68,76.22
06.101.000205.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 19 cm, juntas de 10 mm com argamassa mista de cal hidratada e areia traço 1:4",m²,50.64,33.07,83.72
06.101.000210.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm, espessura da parede 19 cm, juntas de 10 mm com argamassa industrializada",m²,154.83,41.11,195.95
06.101.000215.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 39 cm, espessura da parede 9 cm, juntas de 10 mm com argamassa industrializada",m²,65.53,16.86,82.39
06.101.000220.SER,"Alvenaria de vedação com blocos cerâmicos furados 14 x 19 x 39 cm, espessura da parede 14 cm, juntas de 10 mm com argamassa industrializada",m²,81.68,18.01,99.69
06.101.000225.SER,"Alvenaria de vedação com blocos cerâmicos furados 19 x 19 x 39 cm, espessura da parede 19 cm, juntas de 10 mm com argamassa industrializada",m²,111.78,19.17,130.94
06.101.000230.SER,"Alvenaria de vedação com blocos cerâmicos canaleta, 9 x 19 x 39 cm, espessura da parede 9 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:8",m²,32.23,17.50,49.74
06.101.000235.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 9 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:8",m²,25.95,16.89,42.85
06.101.000240.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 19 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:8",m²,52.42,33.33,85.74
06.101.000245.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 9 cm, juntas de 10 mm com argamassa mista de cimento, saibro e areia traço 1:0.5:2.5",m²,25.08,16.89,41.97
06.101.000250.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 19 cm, juntas de 10 mm com argamassa mista de cimento, saibro e areia traço 1:0.5:2.5",m²,50.57,33.33,83.90
06.101.000255.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 9 cm, juntas de 10 mm com argamassa mista de cimento, arenoso e areia traço 1:3:7",m²,24.67,16.89,41.56
06.101.000260.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 19 cm, juntas de 10 mm com argamassa mista de cimento, arenoso e areia traço 1:3:7",m²,49.70,33.33,83.03
06.101.000265.SER,"Alvenaria de vedação com tijolo cerâmico laminados 5.5 x 11 x 23.5 cm, espessura da parede 11 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:1:6",m²,126.38,78.59,204.97
06.101.000270.SER,"Alvenaria de vedação com tijolo cerâmico laminados 5.5 x 11 x 23.5 cm, espessura da parede 23.5 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:1:6",m²,262.70,110.00,372.70
06.101.000275.SER,"Alvenaria de vedação com tijolo cerâmico laminados 5.5 x 11 x 23.5 cm, espessura da parede 23.5 cm, juntas de 10 mm com argamassa industrializada",m²,531.53,101.08,632.61
06.101.000280.SER,"Alvenaria de vedação com tijolo cerâmico laminados 5.5 x 11 x 23.5 cm, espessura da parede 11 cm, juntas de 10 mm com argamassa industrializada",m²,231.96,75.08,307.05
06.101.000285.SER,"Alvenaria com blocos de concreto 6,5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 6,5 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0,5:8",m²,27.62,13.84,41.46
06.101.000290.SER,"Alvenaria com blocos de concreto 11,5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 11,5 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0,5:8",m²,35.14,19.31,54.44
06.101.000295.SER,"Alvenaria com blocos de concreto 14 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 14 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0,5:8",m²,37.20,20.53,57.73
06.101.000300.SER,"Alvenaria com blocos de concreto 19 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 19 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0,5:8",m²,52.64,21.09,73.72
06.101.000305.SER,"Alvenaria com blocos de concreto 11,5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 11,5 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5,5",m²,34.67,19.31,53.97
06.101.000310.SER,"Alvenaria com blocos de concreto 14 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 14 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5,5",m²,36.72,20.53,57.24
06.101.000315.SER,"Alvenaria com blocos de concreto 19 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 19 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5,5",m²,52.05,21.09,73.13
06.101.000320.SER,"Alvenaria com blocos de concreto 11,5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 11,5 cm, juntas com 10 mm, com argamassa mista de cimento, arenoso e areia traço 1:4:4",m²,34.51,19.31,53.81
06.101.000325.SER,"Alvenaria com blocos de concreto 14 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 14 cm, juntas com 10 mm, com argamassa mista de cimento, arenoso e areia traço 1:4:4",m²,36.56,20.53,57.08
06.101.000330.SER,"Alvenaria com blocos de concreto 19 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 19 cm, juntas com 10 mm, com argamassa mista de cimento, arenoso e areia traço 1:4:4",m²,51.85,21.09,72.93
06.101.000335.SER,"Alvenaria com blocos de concreto 9 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 9 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0,5:8",m²,31.73,18.77,50.50
06.101.000340.SER,"Alvenaria com blocos de concreto 6,5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 6,5 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5,5",m²,27.35,18.28,45.63
06.101.000345.SER,"Alvenaria com blocos de concreto 6,5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 6,5 cm, juntas com 10 mm, com argamassa industrializada",m²,56.88,16.86,73.74
06.101.000350.SER,"Alvenaria com blocos de concreto 11,5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 11,5 cm, juntas com 10 mm, com argamassa industrializada",m²,85.34,16.86,102.20
06.101.000355.SER,"Alvenaria com blocos de concreto 14 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 14 cm, juntas com 10 mm, com argamassa industrializada",m²,88.80,18.01,106.81
06.101.000360.SER,"Alvenaria com blocos de concreto 19 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 19 cm, juntas com 10 mm, com argamassa industrializada",m²,115.73,19.17,134.90
06.101.000365.SER,"Alvenaria com blocos de concreto 9 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 9 cm, juntas com 10 mm, com argamassa industrializada",m²,71.03,16.86,87.88
06.101.000370.SER,"Alvenaria com blocos de concreto 9 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 9 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5,5",m²,31.36,18.77,50.13
06.101.000375.SER,"Alvenaria com blocos de concreto 6,5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 6,5 cm, juntas com 10 mm, com argamassa mista de cimento, arenoso e areia traço 1:4:4",m²,27.26,18.28,45.54
06.101.000380.SER,"Alvenaria com blocos de concreto 9 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 9 cm, juntas com 10 mm, assentados com argamassa mista de cimento, arenoso e areia traço 1:4:4",m²,31.23,18.77,50.01
06.101.000415.SER,"Alvenaria de vedação com blocos de concreto celular autoclavado, 10 x 30 x 60 cm, espessura da parede 10 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:9",m²,47.87,10.05,57.93  
06.101.000420.SER,"Alvenaria de vedação com blocos de concreto celular autoclavado, 15 x 30 x 60 cm, espessura da parede 15 cm, juntas de 10 mm com argamassa industrializada",m²,77.79,9.24,87.03  
06.101.000425.SER,"Alvenaria de vedação com blocos de concreto celular autoclavado, 20 x 30 x 60 cm, espessura da parede 20 cm, juntas de 10 mm com argamassa industrializada",m²,103.66,9.24,112.90  
06.101.000430.SER,"Alvenaria de vedação com blocos de concreto celular autoclavado, 7,5 x 30 x 60 cm, espessura da parede 7,5 cm, juntas de 10 mm com argamassa industrializada",m²,33.95,9.24,43.19  
06.101.000435.SER,"Alvenaria de vedação com blocos de concreto celular autoclavado, 7,5 x 30 x 60 cm, espessura da parede 7,5 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:9",m²,32.26,9.85,42.11  
06.101.000440.SER,"Alvenaria de vedação com blocos de concreto celular autoclavado, 12,5 x 30 x 60 cm, espessura da parede 12,5 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:9",m²,58.55,10.26,68.81  
06.101.000445.SER,"Alvenaria de vedação com bloco de concreto celular autoclavado, 15 x 30 x 60 cm, espessura da parede 15 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:9",m²,74.40,10.47,84.87  
06.101.000450.SER,"Alvenaria de vedação com blocos de concreto celular autoclavado, 20 x 30 x 60 cm, espessura da parede 20 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:9",m²,99.15,10.87,110.02  
06.101.000455.SER,"Alvenaria de vedação com blocos de concreto celular autoclavado, 12,5 x 30 x 60 cm, espessura da parede 12,5 cm, juntas de 10 mm com argamassa industrializada",m²,61.37,9.24,70.61  
06.101.000460.SER,"Alvenaria de vedação com blocos de concreto celular autoclavado, 10 x 30 x 60 cm, espessura da parede 10 cm, juntas de 10 mm com argamassa industrializada",m²,50.13,9.24,59.37  
06.101.000465.SER,"Elemento vazado de concreto 6 x 29 x 29 cm, espessura da parede 6 cm, juntas de 15 mm com argamassa de cimento e areia traço 1:3",m²,130.54,53.42,183.96  
06.101.000470.SER,"Elemento vazado de concreto 9 x 29 x 29 cm, espessura da parede 9 cm, juntas de 15 mm com argamassa industrializada",m²,163.37,52.66,216.03  
06.101.000475.SER,"Elemento vazado de concreto 8 x 40 x 50 cm, espessura da parede 8 cm, juntas de 15 mm com argamassa de cimento e areia traço 1:3",m²,140.40,43.52,183.92  
06.101.000480.SER,"Elemento vazado de concreto 8 x 45 x 60 cm, espessura da parede 8 cm, juntas de 15 mm com argamassa de cimento e areia traço 1:3",m²,244.48,32.44,276.92  
06.101.000485.SER,"Elemento vazado de concreto 8 x 50 x 50 cm, espessura da parede 8 cm, juntas de 15 mm com argamassa de cimento e areia traço 1:3",m²,180.48,34.82,215.30  
06.101.000490.SER,"Elemento vazado de concreto 9 x 29 x 29 cm, espessura da parede 9 cm, juntas de 15 mm com argamassa de cimento e areia traço 1:3",m²,147.63,53.79,201.42  
06.101.000495.SER,"Elemento vazado de concreto 8 x 50 x 50 cm, espessura da parede 8 cm, juntas de 15 mm com argamassa industrializada",m²,189.19,34.20,223.38  
06.101.000500.SER,"Elemento vazado de concreto 8 x 40 x 50 cm, espessura da parede 8 cm, juntas de 15 mm com argamassa industrializada",m²,148.71,42.83,191.54  
06.101.000505.SER,"Elemento vazado de concreto 8 x 45 x 60 cm, espessura da parede 8 cm, juntas de 15 mm com argamassa industrializada",m²,251.46,31.83,283.29  
06.101.000510.SER,"Elemento vazado de concreto 6 x 29 x 29 cm, espessura da parede 6 cm, juntas de 15 mm com argamassa industrializada",m²,141.23,52.66,193.88  
06.101.000515.SER,"Alvenaria de vedação com blocos de gesso, 7.5 x 50 x 67 cm, espessura da parede 7.5 cm",m²,80.30,5.12,85.42
06.101.000520.SER,"Alvenaria de vedação com blocos de gesso, 10 x 50 x 50 cm, espessura da parede 10 cm",m²,153.98,5.92,159.89
06.101.000525.SER,"Alvenaria de vedação com blocos sílico-calcário 9 x 19 x 39 cm, espessura da parede 9 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:8",m²,31.43,17.58,49.00
06.101.000530.SER,"Alvenaria de vedação com blocos sílico-calcário 14 x 19 x 39 cm, espessura da parede 14 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:8",m²,43.25,19.94,63.19
06.101.000535.SER,"Alvenaria de vedação com blocos sílico-calcário 19 x 19 x 39 cm, espessura da parede 19 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:8",m²,55.46,20.56,76.03
06.101.000540.SER,"Alvenaria de vedação com blocos sílico-calcário 9 x 19 x 39 cm, espessura da parede 9 cm, juntas de 10 mm com argamassa industrializada",m²,64.91,16.46,81.37
06.101.000545.SER,"Alvenaria de vedação com blocos sílico-calcário 14 x 19 x 39 cm, espessura da parede 14 cm, juntas de 10 mm com argamassa industrializada",m²,95.66,18.19,113.85
06.101.000550.SER,"Alvenaria de vedação com blocos sílico-calcário 19 x 19 x 39 cm, espessura da parede 19 cm, juntas de 10 mm com argamassa industrializada",m²,126.80,18.19,144.99
06.101.000555.SER,"Alvenaria estrutural com blocos cerâmicos, 14 x 19 x 39 cm, espessura da parede 14 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:0.2:5.4 - com mão de obra empreitada",m²,79.06,2.51,81.57
06.101.000560.SER,"Alvenaria estrutural com blocos cerâmicos, 19 x 19 x 39 cm, espessura da parede 19 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:0.2:5.4 - com mão de obra empreitada",m²,101.40,3.07,104.48
06.101.000565.SER,"Alvenaria estrutural com blocos de concreto 14 x 19 x 39 cm, classe B (4 MPa ≤ resistência < 8 MPa), parede # 14 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0.25:3 - com mão de obra empreitada",m²,84.28,2.51,86.79
06.101.000570.SER,"Alvenaria estrutural com blocos de concreto 19 x 19 x 39 cm, classe B (4 MPa ≤ resistência < 8 MPa), parede # 19 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0.25:3 - com mão de obra empreitada",m²,106.32,3.07,109.39
06.101.000575.SER,"Alvenaria de vedação com tijolos maciços cerâmicos 6 x 9 x 19 cm, espessura da parede 9 cm, juntas de 10 mm com argamassa mista de cal hidratada e areia traço 1:4 - com mão de obra empreitada",m²,65.16,0,65.16
06.101.000580.SER,"Alvenaria de vedação com tijolos maciços cerâmicos 6 x 9 x 19 cm, espessura da parede 9 cm, juntas de 10 mm com argamassa mista de cimento, arenoso e areia traço 1:3:7 - com mão de obra empreitada",m²,64.32,0,64.32
06.101.000585.SER,"Alvenaria de vedação com tijolos maciços cerâmicos 6 x 9 x 19 cm, espessura da parede 9 cm, juntas de 10 mm com argamassa mista de cimento, cal e areia traço 1:2:8 - com mão de obra empreitada",m²,66.75,0,66.75
06.101.000590.SER,"Alvenaria de vedação com tijolos maciços cerâmicos 6 x 9 x 19 cm, espessura da parede 9 cm, juntas de 10 mm com argamassa mista de cimento, saibro e areia traço 1:0.5:2.5 - com mão de obra empreitada",m²,65.10,0,65.10
06.101.000595.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 9 cm, juntas 10 mm, assentado com argamassa mista de cimento, arenoso e areia traço 1:3:7 - com mão de obra empreitada",m²,55.17,1.80,56.96
06.101.000600.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 9 cm, juntas de 10 mm, assentado com argamassa mista de cimento, cal e areia traço 1:2:8 - com mão de obra empreitada",m²,56.45,1.80,58.25
06.101.000605.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 9 cm, juntas de 10 mm, assentado com argamassa mista de cimento, saibro e areia traço 1:0.5:2.5 - com mão de obra empreitada",m²,55.58,1.80,57.38
06.101.000610.SER,"Alvenaria de vedação com blocos cerâmicos furados 9 x 19 x 19 cm furos horizontais, espessura da parede 9 cm, juntas de 10 mm, assentado com argamassa mista de cal hidratada e areia traço 1:4 - com mão de obra empreitada",m²,55.61,1.68,57.29
06.101.000615.SER,"Alvenaria de vedação com blocos de concreto, 11.5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), espessura da parede 11.5 cm, juntas de 10 mm com argamassa mista de cimento, arenoso e areia traço 1:4:4 - com mão de obra empreitada",m²,64.12,2.45,66.57
06.101.000620.SER,"Alvenaria com blocos de concreto 11.5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 11.5 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0.5:8 - com mão de obra empreitada",m²,64.75,2.45,67.20
06.101.000625.SER,"Alvenaria com blocos de concreto 11.5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 11.5 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5.5 - com mão de obra empreitada",m²,64.28,2.45,66.73
06.101.000630.SER,"Alvenaria com blocos de concreto 14 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 14 cm, juntas com 10 mm, com argamassa mista de cimento, arenoso e areia traço 1:4:4 - com mão de obra empreitada",m²,72.85,2.51,75.36
06.101.000635.SER,"Alvenaria com blocos de concreto 14 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 14 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0.5:8 - com mão de obra empreitada",m²,71.20,1.39,72.59
06.101.000640.SER,"Alvenaria com blocos de concreto 14 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 14 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5.5 - com mão de obra empreitada",m²,73.01,2.51,75.52
06.101.000645.SER,"Alvenaria com blocos de concreto 19 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 19 cm, juntas com 10 mm, com argamassa mista de cimento, arenoso e areia traço 1:4:4 - com mão de obra empreitada",m²,92.09,3.07,95.16
06.101.000650.SER,"Alvenaria com blocos de concreto 19 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 19 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0.5:8 - com mão de obra empreitada",m²,92.88,3.07,95.95
06.101.000655.SER,"Alvenaria com blocos de concreto 19 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 19 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5.5 - com mão de obra empreitada",m²,92.29,3.07,95.36
06.101.000660.SER,"Alvenaria com blocos de concreto 6.5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 6.5 cm, juntas com 10 mm, com argamassa mista de cimento, arenoso e areia traço 1:4:4 - com mão de obra empreitada",m²,55.57,1.42,56.99
06.101.000665.SER,"Alvenaria com blocos de concreto 6.5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 6.5 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0.5:8 - com mão de obra empreitada",m²,55.93,1.42,57.35
06.101.000670.SER,"Alvenaria com blocos de concreto 6.5 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 6.5 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5.5 - com mão de obra empreitada",m²,55.66,1.42,57.08
06.101.000675.SER,"Alvenaria com blocos de concreto 9 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 9 cm, juntas com 10 mm, com argamassa mista de cimento, arenoso e areia traço 1:4:4 - com mão de obra empreitada",m²,63.50,1.92,65.42
06.101.000680.SER,"Alvenaria com blocos de concreto 9 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 9 cm, juntas com 10 mm, com argamassa mista de cimento, cal e areia traço 1:0.5:8 - com mão de obra empreitada",m²,64.00,1.92,65.91
06.101.000685.SER,"Alvenaria com blocos de concreto 9 x 19 x 39 cm, classe C (resistência ≥ 3 MPa), parede # 9 cm, juntas com 10 mm, com argamassa mista de cimento, saibro e areia traço 1:1:5.5 - com mão de obra empreitada",m²,63.63,1.92,65.54
06.101.000900.SER,"Parede autoportante de concreto armado com fôrma termoacústica em blocos de EPS 60 x 120 x 23 cm",m²,39.38,12.23,51.61
06.102,Fechamentos,m²,0,0.63,0.63
06.102.000005.SER,"Divisória estruturada em perfil de alumínio duplo, com painel em laminado melamínico colméia # 35mm",m²,83.82,0,83.82
06.102.000010.SER,"Divisória estruturada em perfil de alumínio duplo, com painel em laminado melamínico miolo maciço semi-acústico e incombustível # 35mm",m²,144.79,0,144.79
06.102.000015.SER,"Divisória estruturada em perfil de aço duplo, com painel em laminado melamínico e miolo maciço semi-acústico e incombustível # 35mm",m²,134.01,0,134.01
06.102.000020.SER,"Divisória estruturada em perfil de aço duplo, com painel em laminado melamínico miolo colméia # 35mm",m²,63.60,0,63.60
06.102.000025.SER,"Divisória sanitária de granilite e=3 cm",m²,340.00,0,340.00
06.102.000030.SER,"Divisória sanitária de mármore e=3 cm assentada com argamassa 1:3",m²,397.93,100.61,498.55
06.102.000035.SER,"Divisória sanitária de granito e=3 cm assentada com argamassa 1:3",m²,456.68,100.61,557.30
06.102.000040.SER,"Parede de gesso acartonado simples interna, espessura final 100 mm, pé-direito máximo 3.15 m",m²,107.05,0,107.05
06.102.000045.SER,"Parede de gesso acartonado dupla interna, espessura final 125 mm, pé-direito máximo 3.75 m",m²,157.48,0,157.48
06.102.000050.SER,"Parede de gesso acartonado para parede interna em local úmido, espessura final 100 mm, pé-direito máximo 3.15 m",m²,115.14,0,115.14
06.102.000055.SER,"Steel frame para parede interna, fechamento em gesso acartonado para ambiente seco, espaçamento entre os perfis verticais de 60 cm - pavimento de cobertura",m²,70.11,9.23,79.34
06.102.000060.SER,"Steel frame para parede interna, fechamento em gesso acartonado para ambiente seco, espaçamento entre os perfis verticais de 40 cm - pavimento intermediário",m²,89.44,9.23,98.66
06.102.000065.SER,"Steel frame para parede interna, fechamento em gesso acartonado para ambiente seco, espaçamento entre os perfis verticais de 40 cm - pavimento térreo",m²,106.36,9.23,115.59
06.102.000070.SER,"Steel frame para parede interna, fechamento em gesso acartonado entre ambientes secos e úmidos, espaçamento entre os perfis verticais de 60 cm - pavimento de cobertura",m²,87.09,9.23,96.32
06.102.000075.SER,"Steel frame para parede interna, fechamento em gesso acartonado entre ambientes secos e úmidos, espaçamento entre os perfis verticais de 40 cm - pavimento intermediário",m²,111.52,9.23,120.75
06.102.000080.SER,"Steel frame para parede interna, fechamento em gesso acartonado entre ambientes secos e úmidos, espaçamento entre os perfis verticais de 40 cm - pavimento térreo",m²,133.33,9.23,142.56
06.102.000085.SER,"Steel frame para parede interna, fechamento em gesso acartonado para ambiente úmido, espaçamento entre os perfis verticais de 60 cm - pavimento de cobertura",m²,86.76,9.23,95.98
06.102.000090.SER,"Steel frame para parede interna, fechamento em gesso acartonado para ambiente úmido, espaçamento entre os perfis verticais de 40 cm - pavimento intermediário",m²,98.20,9.23,107.43
06.102.000095.SER,"Steel frame para parede interna, fechamento em gesso acartonado para ambiente úmido, espaçamento entre os perfis verticais de 40 cm - pavimento térreo",m²,98.20,9.23,107.43
06.103,Serviços relacionados,m²,0,0.63,0.63
06.103.000005.SER,"Preparo de areia para argamassa - areia média - secagem e peneiramento",m³,149.96,31.27,181.23
06.103.000010.SER,"Preparo de areia para argamassas-areia fina - secagem e peneiramento",m³,191.74,31.27,223.00
06.103.000015.SER,"Argamassa de cal hidratada e areia peneirada traço 1:2",m³,337.32,133.45,470.77
06.103.000020.SER,"Argamassa de cal hidratada e areia peneirada traço 1:3",m³,271.44,133.45,404.89
06.103.000025.SER,"Argamassa de cal hidratada e areia peneirada traço 1:4.5, com betoneira",m³,228.11,95.75,323.86
06.103.000030.SER,"Argamassa de cal hidratada e areia traço 1:2",m³,349.56,104.22,453.78
06.103.000035.SER,"Argamassa de cal hidratada e areia traço 1:3",m³,283.68,104.22,387.90
06.103.000040.SER,"Argamassa de cal hidratada e areia traço 1:4",m³,250.74,104.22,354.96
"06.103.000045.SER","Argamassa de cal hidratada e areia traço 1:4.5",m³,239.94,104.22,344.16
"06.103.000050.SER","Argamassa de cal hidratada e areia traço 1:6",m³,218.34,104.22,322.56
"06.103.000055.SER","Argamassa de cal hidratada e areia traço 1:4.5, com betoneira",m³,240.36,66.52,306.87
"06.103.000060.SER","Argamassa de cimento branco e pó de mármore traço 1:3",m³,608.29,104.22,712.51
"06.103.000065.SER","Argamassa de cimento e areia peneirada traço 1:2",m³,438.64,156.04,594.68
"06.103.000070.SER","Argamassa de cimento e areia peneirada traço 1:3",m³,378.36,159.51,537.86
"06.103.000075.SER","Argamassa de cimento e areia peneirada traço 1:4",m³,319.07,159.51,478.57
"06.103.000080.SER","Argamassa de cimento e areia peneirada traço 1:1.5, com aditivo impermeabilizante",m³,696.69,152.94,849.63
"06.103.000085.SER","Argamassa de cimento e areia peneirada traço 1:4, com aditivo impermeabilizante",m³,538.07,159.51,697.57
"06.103.000090.SER","Argamassa de cimento e areia traço 1:2, com aditivo impermeabilizante",m³,667.79,130.27,798.06
"06.103.000095.SER","Argamassa de cimento e areia traço 1:3, com aditivo impermeabilizante",m³,609.60,130.27,739.88
"06.103.000100.SER","Argamassa de cimento e areia traço 1:4, com aditivo impermeabilizante",m³,550.31,130.27,680.59
"06.103.000105.SER","Argamassa de cimento e areia traço 1:5, com aditivo impermeabilizante",m³,514.54,130.27,644.82
"06.103.000110.SER","Argamassa de cimento e areia traço 1:1",m³,541.86,130.27,672.13
"06.103.000115.SER","Argamassa de cimento e areia traço 1:1.5",m³,486.69,130.27,616.96
"06.103.000120.SER","Argamassa de cimento e areia traço 1:2",m³,448.79,130.27,579.06
"06.103.000125.SER","Argamassa de cimento e areia traço 1:2.5",m³,421.59,130.27,551.87
"06.103.000130.SER","Argamassa de cimento e areia traço 1:3",m³,390.60,130.27,520.88
"06.103.000135.SER","Argamassa de cimento e areia traço 1:4",m³,331.31,130.27,461.59
"06.103.000140.SER","Argamassa de cimento e areia traço 1:5",m³,295.54,130.27,425.82
"06.103.000145.SER","Argamassa de cimento e areia traço 1:6",m³,271.53,130.27,401.81
"06.103.000150.SER","Argamassa de cimento e areia traço 1:7",m³,254.38,130.27,384.66
"06.103.000155.SER","Argamassa de cimento e pedrisco traço 1:4",m³,306.99,104.22,411.21
"06.103.000160.SER","Argamassa de cimento e saibro traço 1:8",m³,146.98,130.27,277.25
06.103.000165.SER,"Argamassa de cimento, areia fina peneirada e aditivo aglutinante traço 1:8",m³,273.00,159.51,432.50
06.103.000170.SER,"Argamassa de cimento, areia média peneirada e aditivo aglutinante traço 1:8",m³,233.94,159.51,393.45
06.103.000175.SER,"Argamassa mista de cal hidratada e areia traço 1:3, com adição de 100 kg de cimento",m³,309.14,121.62,430.76
06.103.000180.SER,"Argamassa mista de cal hidratada e areia traço 1:4, com adição de 100 kg de cimento",m³,278.93,121.62,400.55
06.103.000185.SER,"Argamassa mista de cal hidratada e areia traço 1:4, com adição de 130 kg de cimento",m³,287.36,119.02,406.38
06.103.000190.SER,"Argamassa mista de cal hidratada e areia traço 1:4, com adição de 150 kg de cimento",m³,292.90,117.25,410.15
